"","ligand","receptor","cell_from_mean_exprs","cell_from","cell_to_mean_exprs","cell_to","comm_type"
"10298","COL6A2","ITGB1",1.43965517241379,"SMCs",0.875816993464052,"VECs","other"
"277010","B2M","HLA-F",13.2619718309859,"Fibroblasts",0.0948275862068965,"SMCs","other"
"11098","CYR61","CAV1",0.46551724137931,"SMCs",2.70065359477124,"VECs","other"
"19232","HLA-E","KLRC1",2.78390804597701,"NK cells",0.450574712643678,"NK cells","other"
"87","CTGF","ITGB2",1.43660130718954,"VECs",0.868965517241379,"NK cells","growth factor"
"37663","UBA52","TGFBR2",2.91241830065359,"VECs",0.427450980392157,"VECs","other"
"18977","HLA-C","CD3G",4.15731573157316,"T cells",0.298850574712644,"NK cells","other"
"276910","B2M","HLA-F",13.2619718309859,"Fibroblasts",0.0929577464788732,"Fibroblasts","other"
"22716","LAMA2","RPSA",0.23943661971831,"Fibroblasts",5.12651265126513,"T cells","other"
"38127","VIM","CD44",2.62156215621562,"T cells",0.466666666666667,"NK cells","other"
"51641","IL6","IL6ST",3.39869281045752,"VECs",0.357746478873239,"Fibroblasts","cytokine"
"268410","B2M","CD3D",42.9172413793103,"NK cells",0.028169014084507,"Fibroblasts","other"
"9118","COL3A1","ITGB1",1.36619718309859,"Fibroblasts",0.875816993464052,"VECs","other"
"35868","THBS1","ITGB1",1.36619718309859,"Fibroblasts",0.875816993464052,"VECs","other"
"38140","VIM","CD44",8.15816993464052,"VECs",0.146551724137931,"SMCs","other"
"15321","FN1","CD44",1.25,"SMCs",0.954895489548955,"T cells","other"
"3352","TGFB1","CXCR4",0.225522552255226,"T cells",5.28275862068966,"NK cells","growth factor"
"290710","B2M","LILRB1",42.9172413793103,"NK cells",0.0275862068965517,"NK cells","other"
"15669","FN1","ITGB1",2.06197183098592,"Fibroblasts",0.571830985915493,"Fibroblasts","other"
"282210","B2M","KIR2DL3",14.2241379310345,"SMCs",0.0827586206896552,"NK cells","other"
"206011","CCL5","SDC4",5.44597701149425,"NK cells",0.21551724137931,"SMCs","cytokine"
"9300","COL4A1","ITGB1",0.922413793103448,"SMCs",1.26724137931034,"SMCs","other"
"207310","APP","CAV1",0.431034482758621,"SMCs",2.70065359477124,"VECs","other"
"8875","COL1A2","ITGA1",2.32758620689655,"SMCs",0.5,"SMCs","other"
"5770","CALM1","MYLK",0.909859154929577,"Fibroblasts",1.27586206896552,"SMCs","other"
"295410","B2M","TFRC",37.3729372937294,"T cells",0.0309859154929577,"Fibroblasts","other"
"37668","UBA52","TGFBR2",2.70140845070423,"Fibroblasts",0.427450980392157,"VECs","other"
"6273","CALM2","INSR",4.74137931034483,"SMCs",0.243137254901961,"VECs","other"
"15900","FN1","SDC2",1.25,"SMCs",0.913793103448276,"SMCs","other"
"8398","COL18A1","ITGB1",1.30172413793103,"SMCs",0.875816993464052,"VECs","other"
"51681","IL6","IL6ST",1.63098591549296,"Fibroblasts",0.695424836601307,"VECs","cytokine"
"20165","HSPG2","ITGB1",0.894117647058824,"VECs",1.26724137931034,"SMCs","other"
"208910","APP","CD74",1.26666666666667,"VECs",0.890140845070423,"Fibroblasts","other"
"8466","COL1A1","CD44",1.18028169014085,"Fibroblasts",0.954895489548955,"T cells","other"
"25920","MMP2","SDC2",1.23098591549296,"Fibroblasts",0.913793103448276,"SMCs","other"
"37673","UBA52","TGFBR2",2.62931034482759,"SMCs",0.427450980392157,"VECs","other"
"18285","GZMB","PGRMC1",5.42758620689655,"NK cells",0.206896551724138,"SMCs","other"
"296410","B2M","TFRC",36.0444444444444,"VECs",0.0309859154929577,"Fibroblasts","other"
"8992","COL1A2","ITGB1",3.25633802816901,"Fibroblasts",0.342528735632184,"NK cells","other"
"296010","B2M","TFRC",42.9172413793103,"NK cells",0.0258620689655172,"SMCs","other"
"20264","ICAM1","CAV1",1.6562091503268,"VECs",0.667605633802817,"Fibroblasts","other"
"18518","HLA-A","APLP2",2.1830985915493,"Fibroblasts",0.504575163398693,"VECs","other"
"281710","B2M","KIR2DL3",13.2619718309859,"Fibroblasts",0.0827586206896552,"NK cells","other"
"15673","FN1","ITGB1",1.25,"SMCs",0.875816993464052,"VECs","other"
"18752","HLA-B","CANX",7.19141914191419,"T cells",0.151724137931034,"NK cells","other"
"8797","COL1A2","CD44",2.32758620689655,"SMCs",0.466666666666667,"NK cells","other"
"18751","HLA-B","CANX",7.19141914191419,"T cells",0.150715071507151,"T cells","other"
"267910","B2M","CD3D",37.3729372937294,"T cells",0.028169014084507,"Fibroblasts","other"
"206810","APP","CAV1",0.388732394366197,"Fibroblasts",2.70065359477124,"VECs","other"
"30758","PTMA","VIPR1",6.02988505747126,"NK cells",0.173856209150327,"VECs","other"
"36204","TIMP1","CD63",0.270627062706271,"T cells",3.84788732394366,"Fibroblasts","other"
"23236","LAMB2","RPSA",0.202614379084967,"VECs",5.12651265126513,"T cells","other"
"8718","COL1A1","ITGB1",1.18028169014085,"Fibroblasts",0.875816993464052,"VECs","other"
"290210","B2M","LILRB1",37.3729372937294,"T cells",0.0275862068965517,"NK cells","other"
"18525","HLA-A","APLP2",1.61206896551724,"SMCs",0.637931034482759,"SMCs","other"
"23246","LAMB2","RPSA",0.198275862068966,"SMCs",5.12651265126513,"T cells","other"
"268910","B2M","CD3D",36.0444444444444,"VECs",0.028169014084507,"Fibroblasts","other"
"119","CTGF","LRP1",2.15492957746479,"Fibroblasts",0.470422535211268,"Fibroblasts","growth factor"
"35873","THBS1","ITGB1",1.1551724137931,"SMCs",0.875816993464052,"VECs","other"
"4892","C3","ITGB2",1.15774647887324,"Fibroblasts",0.868965517241379,"NK cells","other"
"8991","COL1A2","ITGB1",3.25633802816901,"Fibroblasts",0.308030803080308,"T cells","other"
"297110","B2M","TFRC",14.2241379310345,"SMCs",0.0704070407040704,"T cells","other"
"291210","B2M","LILRB1",36.0444444444444,"VECs",0.0275862068965517,"NK cells","other"
"19168","HLA-C","NOTCH4",1.73802816901408,"Fibroblasts",0.564705882352941,"VECs","other"
"18524","HLA-A","APLP2",1.61206896551724,"SMCs",0.608450704225352,"Fibroblasts","other"
"295510","B2M","TFRC",37.3729372937294,"T cells",0.0258620689655172,"SMCs","other"
"15844","FN1","PLAUR",2.06197183098592,"Fibroblasts",0.467605633802817,"Fibroblasts","other"
"15317","FN1","CD44",2.06197183098592,"Fibroblasts",0.466666666666667,"NK cells","other"
"8493","COL1A1","CD93",1.18028169014085,"Fibroblasts",0.813071895424837,"VECs","other"
"11100","CYR61","CAV1",0.46551724137931,"SMCs",2.06034482758621,"SMCs","other"
"11118","CYR61","ITGA5",3.23943661971831,"Fibroblasts",0.295424836601307,"VECs","other"
"10294","COL6A2","ITGB1",1.67323943661972,"Fibroblasts",0.571830985915493,"Fibroblasts","other"
"11191","CYR61","ITGB2",3.23943661971831,"Fibroblasts",0.29042904290429,"T cells","other"
"11268","DCN","EGFR",25.6957746478873,"Fibroblasts",0.0366013071895425,"VECs","other"
"18507","HLA-A","APLP2",6.38620689655172,"NK cells",0.147126436781609,"NK cells","other"
"296610","B2M","TFRC",13.2619718309859,"Fibroblasts",0.0704070407040704,"T cells","other"
"296510","B2M","TFRC",36.0444444444444,"VECs",0.0258620689655172,"SMCs","other"
"38131","VIM","CD44",0.972413793103448,"NK cells",0.954895489548955,"T cells","other"
"35565","TGM2","ITGB1",0.728104575163399,"VECs",1.26724137931034,"SMCs","other"
"274011","CXCL12","ITGB1",0.728104575163399,"VECs",1.26724137931034,"SMCs","cytokine"
"3361","TGFB1","CXCR4",0.149019607843137,"VECs",6.18921892189219,"T cells","growth factor"
"19281","HLA-E","KLRD1",2.78390804597701,"NK cells",0.331133113311331,"T cells","other"
"8725","COL1A1","ITGB1",0.724137931034483,"SMCs",1.26724137931034,"SMCs","other"
"10370","COL6A3","ITGB1",0.723943661971831,"Fibroblasts",1.26724137931034,"SMCs","other"
"19173","HLA-C","NOTCH4",1.62068965517241,"SMCs",0.564705882352941,"VECs","other"
"36209","TIMP1","CD63",0.23448275862069,"NK cells",3.84788732394366,"Fibroblasts","other"
"24045","LGALS3BP","ITGB1",0.709859154929578,"Fibroblasts",1.26724137931034,"SMCs","other"
"207510","APP","CAV1",0.431034482758621,"SMCs",2.06034482758621,"SMCs","other"
"11270","DCN","EGFR",25.6957746478873,"Fibroblasts",0.0344827586206897,"SMCs","other"
"284710","B2M","KIR3DL1",14.2241379310345,"SMCs",0.0620689655172414,"NK cells","other"
"10218","COL6A1","ITGB1",1.00281690140845,"Fibroblasts",0.875816993464052,"VECs","other"
"18837","HLA-B","KIR2DL3",10.5895424836601,"VECs",0.0827586206896552,"NK cells","other"
"3308","TGFB1","CAV1",0.324137931034483,"NK cells",2.70065359477124,"VECs","growth factor"
"18512","HLA-A","APLP2",5.94117647058824,"VECs",0.147126436781609,"NK cells","other"
"297310","B2M","TFRC",14.2241379310345,"SMCs",0.061437908496732,"VECs","other"
"34982","SPON2","ITGB2",1.00459770114943,"NK cells",0.868965517241379,"NK cells","other"
"51651","IL6","IL6ST",3.39869281045752,"VECs",0.25,"SMCs","cytokine"
"18566","HLA-A","CD3G",2.1830985915493,"Fibroblasts",0.388338833883388,"T cells","other"
"19227","HLA-E","KLRC1",1.88008800880088,"T cells",0.450574712643678,"NK cells","other"
"206410","APP","CAV1",1.26666666666667,"VECs",0.667605633802817,"Fibroblasts","other"
"36205","TIMP1","CD63",0.270627062706271,"T cells",3.12068965517241,"SMCs","other"
"20442","ICAM1","ITGB2",0.971830985915493,"Fibroblasts",0.868965517241379,"NK cells","other"
"268310","B2M","CD3D",42.9172413793103,"NK cells",0.0196078431372549,"VECs","other"
"15324","FN1","CD44",1.25,"SMCs",0.670422535211268,"Fibroblasts","other"
"10245","COL6A2","ITGA1",1.67323943661972,"Fibroblasts",0.5,"SMCs","other"
"22717","LAMA2","RPSA",0.23943661971831,"Fibroblasts",3.48735632183908,"NK cells","other"
"10299","COL6A2","ITGB1",1.43965517241379,"SMCs",0.571830985915493,"Fibroblasts","other"
"284210","B2M","KIR3DL1",13.2619718309859,"Fibroblasts",0.0620689655172414,"NK cells","other"
"18816","HLA-B","CD3G",2.10985915492958,"Fibroblasts",0.388338833883388,"T cells","other"
"97","CTGF","ITGB2",0.939655172413793,"SMCs",0.868965517241379,"NK cells","growth factor"
"296810","B2M","TFRC",13.2619718309859,"Fibroblasts",0.061437908496732,"VECs","other"
"18523","HLA-A","APLP2",1.61206896551724,"SMCs",0.504575163398693,"VECs","other"
"9298","COL4A1","ITGB1",0.922413793103448,"SMCs",0.875816993464052,"VECs","other"
"20337","ICAM1","IL2RG",1.6562091503268,"VECs",0.48735632183908,"NK cells","other"
"207010","APP","CAV1",0.388732394366197,"Fibroblasts",2.06034482758621,"SMCs","other"
"8997","COL1A2","ITGB1",2.32758620689655,"SMCs",0.342528735632184,"NK cells","other"
"30768","PTMA","VIPR1",4.55211267605634,"Fibroblasts",0.173856209150327,"VECs","other"
"8469","COL1A1","CD44",1.18028169014085,"Fibroblasts",0.670422535211268,"Fibroblasts","other"
"3362","TGFB1","CXCR4",0.149019607843137,"VECs",5.28275862068966,"NK cells","growth factor"
"20163","HSPG2","ITGB1",0.894117647058824,"VECs",0.875816993464052,"VECs","other"
"22719","LAMA2","RPSA",0.23943661971831,"Fibroblasts",3.26760563380282,"Fibroblasts","other"
"18502","HLA-A","APLP2",5.31243124312431,"T cells",0.147126436781609,"NK cells","other"
"34068","SERPING1","SELP",3.19718309859155,"Fibroblasts",0.244444444444444,"VECs","other"
"9119","COL3A1","ITGB1",1.36619718309859,"Fibroblasts",0.571830985915493,"Fibroblasts","other"
"35869","THBS1","ITGB1",1.36619718309859,"Fibroblasts",0.571830985915493,"Fibroblasts","other"
"10225","COL6A1","ITGB1",0.612068965517241,"SMCs",1.26724137931034,"SMCs","other"
"18832","HLA-B","KIR2DL3",9.31724137931034,"NK cells",0.0827586206896552,"NK cells","other"
"8768","COL1A2","CD36",3.25633802816901,"Fibroblasts",0.231372549019608,"VECs","other"
"9198","COL4A1","CD93",0.922413793103448,"SMCs",0.813071895424837,"VECs","other"
"37654","UBA52","TGFBR2",4.08250825082508,"T cells",0.183098591549296,"Fibroblasts","other"
"8399","COL18A1","ITGB1",1.30172413793103,"SMCs",0.571830985915493,"Fibroblasts","other"
"36203","TIMP1","CD63",0.270627062706271,"T cells",2.74248366013072,"VECs","other"
"20336","ICAM1","IL2RG",1.6562091503268,"VECs",0.446644664466447,"T cells","other"
"37865","VCAM1","ITGB1",0.580392156862745,"VECs",1.26724137931034,"SMCs","other"
"267810","B2M","CD3D",37.3729372937294,"T cells",0.0196078431372549,"VECs","other"
"29021","PKM","CD44",0.767241379310345,"SMCs",0.954895489548955,"T cells","other"
"36210","TIMP1","CD63",0.23448275862069,"NK cells",3.12068965517241,"SMCs","other"
"18770","HLA-B","CANX",2.10985915492958,"Fibroblasts",0.344827586206897,"SMCs","other"
"9290","COL4A1","ITGB1",0.568627450980392,"VECs",1.26724137931034,"SMCs","other"
"10250","COL6A2","ITGA1",1.43965517241379,"SMCs",0.5,"SMCs","other"
"141000","A2M","LRP1",1.52941176470588,"VECs",0.470422535211268,"Fibroblasts","other"
"297210","B2M","TFRC",14.2241379310345,"SMCs",0.0505747126436782,"NK cells","other"
"8996","COL1A2","ITGB1",2.32758620689655,"SMCs",0.308030803080308,"T cells","other"
"15674","FN1","ITGB1",1.25,"SMCs",0.571830985915493,"Fibroblasts","other"
"18821","HLA-B","CD3G",1.82758620689655,"SMCs",0.388338833883388,"T cells","other"
"35364","TFPI","LRP1",1.50718954248366,"VECs",0.470422535211268,"Fibroblasts","other"
"20512","ICAM2","ITGB2",0.81437908496732,"VECs",0.868965517241379,"NK cells","other"
"268810","B2M","CD3D",36.0444444444444,"VECs",0.0196078431372549,"VECs","other"
"23237","LAMB2","RPSA",0.202614379084967,"VECs",3.48735632183908,"NK cells","other"
"15667","FN1","ITGB1",2.06197183098592,"Fibroblasts",0.342528735632184,"NK cells","other"
"201000","A2M","LRP1",5.7943661971831,"Fibroblasts",0.120689655172414,"SMCs","other"
"18891","HLA-B","KLRD1",2.10985915492958,"Fibroblasts",0.331133113311331,"T cells","other"
"38148","VIM","CD44",10.2758620689655,"SMCs",0.0679738562091503,"VECs","other"
"38688","VWF","SELP",2.84967320261438,"VECs",0.244444444444444,"VECs","other"
"12643","EFEMP2","AQP1",0.391549295774648,"Fibroblasts",1.77516339869281,"VECs","other"
"19236","HLA-E","KLRC1",5.4797385620915,"VECs",0.126512651265127,"T cells","other"
"23241","LAMB2","RPSA",0.135211267605634,"Fibroblasts",5.12651265126513,"T cells","other"
"2140","HBEGF","CD9",0.37516339869281,"VECs",1.8448275862069,"SMCs","growth factor"
"8471","COL1A1","CD44",0.724137931034483,"SMCs",0.954895489548955,"T cells","other"
"23247","LAMB2","RPSA",0.198275862068966,"SMCs",3.48735632183908,"NK cells","other"
"18768","HLA-B","CANX",2.10985915492958,"Fibroblasts",0.322875816993464,"VECs","other"
"114","CTGF","LRP1",1.43660130718954,"VECs",0.470422535211268,"Fibroblasts","growth factor"
"18991","HLA-C","CD3G",1.73802816901408,"Fibroblasts",0.388338833883388,"T cells","other"
"8719","COL1A1","ITGB1",1.18028169014085,"Fibroblasts",0.571830985915493,"Fibroblasts","other"
"288310","B2M","KLRD1",42.9172413793103,"NK cells",0.0156862745098039,"VECs","other"
"296710","B2M","TFRC",13.2619718309859,"Fibroblasts",0.0505747126436782,"NK cells","other"
"3310","TGFB1","CAV1",0.324137931034483,"NK cells",2.06034482758621,"SMCs","growth factor"
"23239","LAMB2","RPSA",0.202614379084967,"VECs",3.26760563380282,"Fibroblasts","other"
"35874","THBS1","ITGB1",1.1551724137931,"SMCs",0.571830985915493,"Fibroblasts","other"
"38020","VCAN","ITGB1",0.52112676056338,"Fibroblasts",1.26724137931034,"SMCs","other"
"12648","EFEMP2","AQP1",0.370689655172414,"SMCs",1.77516339869281,"VECs","other"
"18862","HLA-B","KIR3DL1",10.5895424836601,"VECs",0.0620689655172414,"NK cells","other"
"34024","SERPING1","LRP1",1.39655172413793,"SMCs",0.470422535211268,"Fibroblasts","other"
"18567","HLA-A","CD3G",2.1830985915493,"Fibroblasts",0.298850574712644,"NK cells","other"
"38134","VIM","CD44",0.972413793103448,"NK cells",0.670422535211268,"Fibroblasts","other"
"15665","FN1","ITGB1",0.513725490196078,"VECs",1.26724137931034,"SMCs","other"
"15843","FN1","PLAUR",2.06197183098592,"Fibroblasts",0.315032679738562,"VECs","other"
"20269","ICAM1","CAV1",0.971830985915493,"Fibroblasts",0.667605633802817,"Fibroblasts","other"
"23249","LAMB2","RPSA",0.198275862068966,"SMCs",3.26760563380282,"Fibroblasts","other"
"19242","HLA-E","KLRC1",1.43661971830986,"Fibroblasts",0.450574712643678,"NK cells","other"
"18607","HLA-A","KIR2DL1",6.38620689655172,"NK cells",0.101149425287356,"NK cells","other"
"24050","LGALS3BP","ITGB1",0.508620689655172,"SMCs",1.26724137931034,"SMCs","other"
"36208","TIMP1","CD63",0.23448275862069,"NK cells",2.74248366013072,"VECs","other"
"35919","THBS1","LRP1",1.36619718309859,"Fibroblasts",0.470422535211268,"Fibroblasts","other"
"15894","FN1","SDC2",2.06197183098592,"Fibroblasts",0.309859154929577,"Fibroblasts","other"
"35563","TGM2","ITGB1",0.728104575163399,"VECs",0.875816993464052,"VECs","other"
"273811","CXCL12","ITGB1",0.728104575163399,"VECs",0.875816993464052,"VECs","cytokine"
"241000","A2M","LRP1",1.35344827586207,"SMCs",0.470422535211268,"Fibroblasts","other"
"43","CTGF","ITGA5",2.15492957746479,"Fibroblasts",0.295424836601307,"VECs","growth factor"
"15666","FN1","ITGB1",2.06197183098592,"Fibroblasts",0.308030803080308,"T cells","other"
"8723","COL1A1","ITGB1",0.724137931034483,"SMCs",0.875816993464052,"VECs","other"
"10368","COL6A3","ITGB1",0.723943661971831,"Fibroblasts",0.875816993464052,"VECs","other"
"38143","VIM","CD44",9.28169014084507,"Fibroblasts",0.0679738562091503,"VECs","other"
"18817","HLA-B","CD3G",2.10985915492958,"Fibroblasts",0.298850574712644,"NK cells","other"
"18775","HLA-B","CANX",1.82758620689655,"SMCs",0.344827586206897,"SMCs","other"
"18769","HLA-B","CANX",2.10985915492958,"Fibroblasts",0.298591549295775,"Fibroblasts","other"
"18996","HLA-C","CD3G",1.62068965517241,"SMCs",0.388338833883388,"T cells","other"
"17148","GNAI2","CAV1",0.232758620689655,"SMCs",2.70065359477124,"VECs","other"
"18571","HLA-A","CD3G",1.61206896551724,"SMCs",0.388338833883388,"T cells","other"
"91","CTGF","ITGB2",2.15492957746479,"Fibroblasts",0.29042904290429,"T cells","growth factor"
"19276","HLA-E","KLRD1",1.88008800880088,"T cells",0.331133113311331,"T cells","other"
"24043","LGALS3BP","ITGB1",0.709859154929578,"Fibroblasts",0.875816993464052,"VECs","other"
"30319","PSAP","LRP1",1.32112676056338,"Fibroblasts",0.470422535211268,"Fibroblasts","other"
"19037","HLA-C","KIR2DL1",6.14248366013072,"VECs",0.101149425287356,"NK cells","other"
"22718","LAMA2","RPSA",0.23943661971831,"Fibroblasts",2.5921568627451,"VECs","other"
"22721","LAMA2","RPSA",0.120689655172414,"SMCs",5.12651265126513,"T cells","other"
"15543","FN1","ITGA5",2.06197183098592,"Fibroblasts",0.295424836601307,"VECs","other"
"3303","TGFB1","CAV1",0.225522552255226,"T cells",2.70065359477124,"VECs","growth factor"
"18896","HLA-B","KLRD1",1.82758620689655,"SMCs",0.331133113311331,"T cells","other"
"6800","CALM3","MYLK",0.474137931034483,"SMCs",1.27586206896552,"SMCs","other"
"288410","B2M","KLRD1",42.9172413793103,"NK cells",0.0140845070422535,"Fibroblasts","other"
"2138","HBEGF","CD9",0.37516339869281,"VECs",1.61045751633987,"VECs","growth factor"
"81810","ADM","CALCRL",0.797183098591549,"Fibroblasts",0.756862745098039,"VECs","other"
"18612","HLA-A","KIR2DL1",5.94117647058824,"VECs",0.101149425287356,"NK cells","other"
"216410","APP","LRP1",1.26666666666667,"VECs",0.470422535211268,"Fibroblasts","other"
"18827","HLA-B","KIR2DL3",7.19141914191419,"T cells",0.0827586206896552,"NK cells","other"
"11187","CYR61","ITGB2",0.683660130718954,"VECs",0.868965517241379,"NK cells","other"
"19032","HLA-C","KIR2DL1",5.8551724137931,"NK cells",0.101149425287356,"NK cells","other"
"8595","COL1A1","ITGA1",1.18028169014085,"Fibroblasts",0.5,"SMCs","other"
