gene,GSM3290067,GSM3290068,GSM3290069,GSM3290070,GSM3290075,GSM3290077,GSM3290082,GSM3290084,GSM3290099,GSM3290103,GSM3290105,GSM3290107,GSM3290108,GSM3290109,GSM3290113,GSM3290116,GSM3290126,GSM3290127,GSM3290129,GSM3290136,GSM3290138,GSM3290140,GSM3290143,GSM3290148
HLA-A,12.026506,11.604026,12.026506,11.7499,11.949332,12.114832,12.159698,12.114832,12.32978,12.228852,11.844058,11.965312,12.049936,12.228852,12.159698,12.181664,12.159698,11.928212,12.181664,11.965312,12.049936,11.965312,11.90276,12.159698
HLA-DRA,11.688724,11.526288,11.821756,11.31527,11.731148,11.7499,12.07236,12.07236,12.477008,11.863424,11.863424,11.97866,11.90276,12.477008,12.228852,12.049936,11.880592,11.526288,12.049936,11.454054,12.003582,12.026506,12.026506,12.114832
CD74,10.698204,10.331854,10.90022,10.273384,10.64294,10.48375,10.953986,10.921534,11.222398,10.684774,10.544318,11.059156,10.91374,11.526288,11.118244,11.1711,10.815048,10.75377,10.516014,10.1157676,10.767812,10.961994,10.903557,11.048578
HLA-DPB1,10.572818,10.747454,10.839044,10.1281278,10.0104354,10.596826,10.624244,10.268894,11.201032,10.432122,10.654056,10.84772,10.64294,11.620424,10.87451,11.086182,10.633833,10.28135,10.313522,9.9175216,10.822836,10.75377,10.67433,11.03832
RPL15,10.489412,10.577772,10.572818,10.499102,10.692104,10.351354,10.475268,10.774546,10.238302,10.613552,10.596826,10.67433,10.253188,10.399924,10.0384192,10.1455462,10.516014,10.493926,10.921534,10.704016,10.533196,10.54969,10.726436,10.432122
LCP1,9.4498628,9.3877304,10.1060278,9.8297104,9.6615982,10.238302,10.313522,10.0747922,10.815048,9.9082414,9.7733098,9.7305844,9.858401,10.782018,10.35966,10.317112,9.8331204,10.0346138,10.055898,9.7089544,10.0709756,10.1493822,9.8614592,10.572818
ARHGDIB,10.1060278,9.3019858,10.1124412,9.7898548,9.8711036,10.0384192,10.253188,10.294158,10.509634,9.8614592,10.0709756,9.7629784,9.853353,10.661198,10.326922,9.9966244,9.8555878,9.935264,9.879549,10.1092826,9.7688464,10.224926,9.957797,10.210832
PON2,9.9252744,9.8555878,9.9751006,9.3781492,9.6903902,9.6755762,9.9545562,9.8445456,9.5460764,10.1311032,9.7758642,10.029323,9.944831,8.570317,9.5300922,9.52626,9.5972912,9.53603,9.743481,10.1711836,10.1774374,9.8130976,9.8862528,9.4049776
FMO2,10.224926,10.14215,9.581549,9.6978334,9.6165522,10.0747922,9.4615976,9.6589042,9.3609306,10.67433,9.5282078,9.9196786,9.8961908,9.4853668,9.1538672,9.2434112,9.9616252,10.54969,9.9480054,9.7140458,10.0128916,9.8862528,9.8117086,9.6978334
CD53,9.4324896,9.3713982,9.4399118,9.200344,8.6950156,9.4996742,9.5863762,9.217847,10.1730668,9.1443164,9.4049776,9.3111468,9.5587182,10.630938,10.256972,9.4069234,9.5192932,9.4536032,9.0265278,9.1632856,9.467145,9.6729342,9.1819442,9.9480054
CD55,10.032127,9.7998812,9.4814542,9.467145,9.238681,9.3664882,9.521267,9.9905204,9.4652362,9.314519,9.521267,9.4652362,9.473182,8.9496966,9.0850168,9.217847,9.55035,9.4754282,9.8899828,9.6662816,9.6589042,9.4775142,9.4217424,9.3856024
MFSD1,8.9936606,9.2967552,9.3575246,9.1552186,8.983435,9.54833,9.2637598,8.9204426,9.497968,9.0565954,8.9897726,9.2309366,9.1707538,9.815832,9.4399118,8.9651956,9.2263158,9.0900864,9.2263158,9.2980026,9.1753742,9.4289208,9.4088706,9.3781492
EVI2B,9.345716,8.811552,9.2147872,8.8248712,8.8428768,8.8542798,9.232443,8.9809384,9.8743794,9.0540834,9.0265278,9.0194606,9.470798,9.8711036,9.7653148,8.8491578,8.9484226,8.3766922,9.3518382,8.9821366,9.3221628,9.3096672,9.2066896,9.2130782
MGST3,9.6245614,9.6832294,9.4996742,9.2147872,9.3974838,9.1905782,9.5837766,9.3592508,9.2711512,9.2543738,9.4069234,9.024019,9.1353198,8.6799942,8.8782516,9.009379,9.1676618,8.8934332,9.1977376,9.2934802,9.036998,9.2864644,9.2593034,9.5049742
HLA-DQB1,8.53989,9.4122206,9.1920096,9.0565954,7.7849798,9.1131474,9.5606544,9.2677656,10.27792,9.6783916,9.8268254,9.470798,9.4905432,10.636728,10.214652,10.0586166,8.3766922,9.2758336,9.5167808,8.9015986,9.8103196,10.0586166,9.6516286,7.9692722
OGT,9.1786654,9.402935,9.1175964,9.017072,9.497968,9.1691788,9.5236016,9.3533462,9.2503252,9.3679356,8.863425,8.9847268,9.194795,9.7629784,9.7711452,9.4217424,9.2016726,9.200344,9.2826508,9.1592696,9.1977376,9.473182,9.1443164,9.3391852
CD36,9.2278116,9.0802328,9.7898548,8.9958938,9.8445456,8.6592058,8.8491578,9.5863762,8.9911632,9.8053376,8.9437828,9.4814542,8.7058754,7.9385262,7.7732416,8.511351,8.8656114,8.5342578,9.0565954,9.5565602,8.7328576,9.1990638,8.693184,9.73341
ELF1,9.1990638,9.1834382,8.9424412,8.9297478,9.0766686,9.3439006,9.1468544,9.2543738,9.2998646,9.0194606,9.238681,9.0631182,9.2100858,9.5652664,9.4498628,9.2051652,9.1620578,9.3221628,9.0499142,9.2967552,9.2130782,9.1103242,9.0887918,8.8206534
MSL2,9.2593034,9.2771836,9.0681298,8.798591,9.2225648,9.2115854,9.4273042,9.3189812,9.330571,9.376252,9.0657162,9.1552186,9.1691788,9.7305844,9.4289208,9.0693428,8.994658,9.1920096,9.0874688,9.4923498,9.0681298,9.1481272,9.086198,8.9562974
LAMC1,9.1036262,9.2100858,8.8040446,9.0776868,9.3176828,8.9484226,8.971677,8.912648,8.3932756,9.1366222,9.328692,9.3877304,9.0938834,8.3299096,8.2982706,8.9424412,9.4905432,9.2771836,8.9687132,8.4414316,9.1488431,9.0540834,9.2758336,8.9076556
FKBP1A,9.194795,8.7879944,9.2609056,8.971677,8.818232,9.1213922,9.1443164,9.1632856,8.7929648,9.1834382,9.414011,9.3575246,9.0356622,8.4260938,8.91485,9.2034384,9.0231446,8.8858524,8.9971428,9.0706718,9.017072,8.9847268,9.0250576,9.1326536
PROS1,9.0072034,9.2066896,9.325403,9.0669522,8.7380634,9.3064354,8.9389476,9.1468544,9.0938834,9.232443,8.6356502,8.971677,9.0706718,8.5025346,8.4601372,9.0485966,9.0081846,8.937826,9.3679356,9.3695924,9.241816,8.706679,9.2658428,8.9366692
HLA-DMA,8.9217686,8.832039,9.7140458,8.9042882,8.7149118,9.1175964,9.2051652,8.9640556,9.815832,8.7657902,9.2914856,9.1048688,9.200344,10.1311032,9.5396852,9.5093422,8.8471632,8.6426934,9.0356622,8.6452696,9.2758336,9.1468544,9.3160564,9.3592508
PHC3,9.1933966,9.0816782,8.983435,8.8733648,9.217847,9.0194606,9.1933966,9.2130782,9.200344,9.1721976,8.7967876,8.8914712,9.0579,9.5337614,9.303354,9.1552186,8.9424412,9.0816782,8.9744054,9.0194606,9.061733,9.0887918,9.0592976,9.186165
ETS1,8.4923442,8.4885212,8.5835578,8.758715,9.2207358,8.9612936,9.1707538,9.402935,9.288406,8.9981498,9.2250828,8.6997606,8.890457,9.944831,9.3713982,9.0208252,9.4122206,8.9958938,9.0208252,8.32655,8.693184,9.314519,8.3966334,9.1509268
RNF213,8.7027616,8.4037288,9.0416008,8.6298904,8.9252478,9.1834382,9.4940928,8.87729,9.3322352,8.863425,8.5724846,8.9054806,9.131322,9.5282078,9.4102146,9.622071,8.957621,8.5808764,8.7967876,8.4356848,8.868955,8.8005772,9.0329678,9.0464186
ANKRD1,10.560472,9.9846518,9.5652664,8.4451924,7.9940698,9.9115304,8.7120954,9.4905432,9.7305844,9.8505232,8.7543584,9.7653148,9.4418488,6.6801478,5.5844512,8.2907796,9.7246246,10.839044,8.8353072,10.041891,9.094998,9.914649,8.0600372,9.3439006
RAB2A,8.7159304,8.9651956,8.7744938,8.7657902,8.9343826,8.6700034,8.9821366,8.8848236,8.7007194,8.9799708,8.6550526,8.983435,8.7705968,8.5099182,8.8386386,8.7794676,8.9027846,8.7783346,9.018178,8.8827796,9.0290766,8.7714894,8.9508484,8.8125278
WWTR1,9.4575764,9.0751048,8.960314,8.7911448,8.8416446,8.9994416,9.0693428,9.0133102,8.751758,8.8745456,9.1580468,9.3160564,9.149559,8.3562578,8.3067268,8.851014,9.1353198,8.7311382,8.9508484,8.994658,9.1592696,8.6256656,8.7389552,8.8438896
ROCK2,8.7149118,9.0156788,8.2742838,8.5605846,9.141033,8.8792062,8.8827796,9.0735848,8.7825638,9.1977376,8.868955,9.1990638,8.983435,8.1379094,8.6274366,8.2377854,9.0839898,9.0056864,8.8992704,8.9448264,9.2563364,8.9343826,9.0133102,8.9066824
SLFN5,8.5571984,8.5718038,8.8815066,8.452752,8.7437178,8.9054806,8.8893718,8.9744054,9.2250828,9.0992482,8.3554718,8.5191638,8.5767296,9.5887714,9.3730692,8.9787214,9.0914974,8.8154392,8.983435,9.114453,8.6077664,9.0008572,8.7058754,9.1036262
CAPZB,8.8667516,8.7890684,8.758715,8.5447898,8.7131506,8.8491578,8.7657902,8.8206534,8.9183052,8.7303532,8.7794676,8.7744938,8.8644292,8.983435,8.833125,8.8144916,8.87729,8.8992704,8.514705,8.6628366,8.8416446,8.970306,8.670976,8.7939834
CDC42SE2,8.8353072,8.9287102,8.5622718,8.2829406,8.601461,8.6950156,9.0277998,8.9508484,9.1676618,8.740839,8.5648738,8.5656964,8.937826,9.8555878,9.330571,8.868955,8.7389552,8.775424,8.8837236,8.8745456,8.489451,8.758715,8.7169234,8.8471632
FHL1,8.7527542,9.0306424,9.2658428,8.91485,9.2520286,9.0156788,8.6513526,9.0828688,8.713985,8.8869786,9.127378,9.2016726,8.775424,8.4789196,7.9610706,8.5465868,9.0056864,9.2434112,8.9897726,8.6942042,8.9760518,9.3744644,8.7868678,9.2278116
VPS13C,8.4430398,8.386517,8.7007194,8.6356502,8.7890684,8.7180256,8.9730626,8.9399324,8.8893718,8.9252478,8.5048172,8.6162812,8.6811326,9.278784,9.0306424,8.6426934,8.6077664,8.649671,8.9936606,8.7899718,8.6769246,8.9204426,8.7554278,8.8309816
TNS1,9.2066896,9.1737,8.7939834,8.7017872,9.055555,8.9508484,8.9076556,8.8803718,8.1919912,8.7283836,8.8134666,9.1175964,9.1340876,8.5048172,7.9962844,8.8063906,9.0485966,8.9562974,8.9787214,8.4953092,8.9015986,8.6442768,8.87729,9.1620578
BROX,8.5122754,8.6592058,8.6847264,8.483987,8.3782194,8.558746,8.5694574,8.683865,8.912648,8.7311382,8.346451,8.4823282,8.6325412,9.2159256,8.7007194,8.4356848,8.4058892,8.489451,8.811552,8.7398652,8.5048172,9.0031372,8.7017872,8.7058754
PTPRC,8.006849,7.8109332,8.6266216,8.4614762,8.2244626,8.657189,8.8376572,8.8238468,9.6662816,8.8063906,8.1786978,8.0284978,8.5759378,9.8130976,9.3664882,8.9389476,8.6426934,8.7169234,9.0339978,7.876702,8.7254956,8.5237998,8.5177078,9.1676618
KIAA1551,8.6281552,8.7497532,8.9102172,8.6789746,8.4744134,8.8163932,8.3512634,8.3653052,8.9241004,8.6683252,8.5776138,8.52866,8.6960048,9.7411528,9.4775142,8.0228114,8.794908,8.439761,8.6274366,8.8542798,8.8144916,8.4131528,8.4101608,8.5191638
PARP4,8.4885212,8.579304,8.6391438,8.751758,8.3932756,8.674879,8.7847854,8.473718,8.7319686,8.6739728,8.7204946,8.5767296,8.690392,9.2100858,8.9193698,8.690392,8.9066824,8.4080888,8.553028,8.5170718,8.667542,8.8827796,8.8206534,8.971677
GLIPR1,8.0117532,8.3020734,8.604413,8.4975628,8.4239512,8.5497094,8.3960452,8.2576378,9.071894,8.5356648,8.470162,8.2867742,8.2607466,9.3064354,8.7180256,8.4917306,8.6438725,7.9385262,8.2358128,8.0959568,8.7007194,8.8531312,8.3376928,8.8923486
RYK,8.5077322,8.5903832,8.6664352,8.7497532,8.8407506,8.4751176,8.5751174,8.6628366,8.5184828,8.7879944,8.6346756,8.6085666,8.5932338,8.3759136,8.4152644,8.579304,8.421754,8.6504418,8.6346756,8.9809384,8.5555232,8.6739728,8.7622678,8.6997606
XPO6,8.3562578,8.2182574,8.4679232,8.0047982,8.1028164,9.071894,8.4169526,8.3926552,8.604413,8.262508,8.4910536,8.3062212,8.4254432,8.9309802,8.7099136,8.594183,8.4315738,8.4051006,8.1990326,8.3312114,8.5751174,8.410768,8.3020734,8.359042
HLA-DMB,8.3604394,7.954339,8.7497532,8.3782194,8.3480268,8.215248,8.8309816,8.8376572,9.4536032,8.2650782,8.2907796,8.5456484,8.4953092,9.2826508,8.9424412,8.8656114,8.30336,8.2936406,8.6601084,8.0917924,8.4379608,8.8238468,8.7087686,9.1605272
HLA-F,8.2485298,8.373799,8.7149118,8.3759136,7.8804466,8.5975557,8.5473628,8.3304482,9.141033,8.4679232,8.364638,8.421754,8.7254956,9.5606544,8.8998809,8.8015902,8.7099136,8.7507428,8.508424,8.5237998,8.56776,8.4023698,8.266315,8.7487374
FGL2,7.8081032,8.1743972,8.7527542,8.3027348,8.4586012,8.2501934,8.2490248,8.690392,9.3958058,8.8027386,8.419069,8.327983,8.649671,9.6443116,8.4239512,8.856443,8.601461,8.267589,8.9066824,7.4296074,8.5177078,8.6997606,8.536622,8.7744938
PCNX,8.0859438,8.382781,8.4177716,8.4833062,8.568686,8.5268902,8.4885212,8.5311938,8.4714966,8.4044318,8.295563,8.44222,8.2907796,9.094998,8.8893718,8.483987,8.3562578,8.594183,8.6069262,8.6274366,8.4414316,8.5130616,8.506975,8.638294
PDCD4,8.014009,8.2723976,8.192617,8.4480428,8.4480428,8.5522196,8.594183,8.489451,8.811552,8.579304,8.7149118,8.5759378,8.4152644,9.5396852,8.9437828,8.6739728,9.055555,8.6124774,8.7783346,8.7825638,8.452752,8.798591,8.8656114,8.8172334
AOC3,8.5447898,8.347362,8.5990672,8.5207872,8.050993,8.1888856,8.4789196,8.3885558,8.0476978,8.5632052,8.5191638,9.1721976,8.8677498,7.713067,7.6862124,8.649671,8.4993186,9.0938834,8.277884,7.9934252,8.648049,8.6857564,8.58003,8.6664352
AZIN1,7.883863,8.1832708,8.1737176,8.22776,8.0894616,8.4695264,8.3062212,8.3892864,8.4622492,8.2867742,8.5481492,8.2176422,8.3164102,8.912648,8.7187592,8.3989222,8.470162,8.741747,8.364638,8.7265352,8.2501934,8.3721854,8.4510234,8.2656114
SESTD1,8.657189,8.7319686,8.2010554,8.4277136,8.5561676,8.7311382,8.4622492,8.4011174,8.3236456,8.5268902,8.2377854,8.370087,8.6181218,8.009649,7.8038878,8.1555136,8.8610154,8.3054146,8.5751174,8.7254956,8.4773256,8.0823144,8.2971408,8.4984952
RBM12,8.2855314,8.4773256,8.0674544,8.4798378,8.3014718,8.3554718,8.506338,8.5017284,8.5605846,8.5017284,8.1894684,8.3330688,8.2786172,8.7724628,8.767831,8.421754,8.3945334,8.4466852,8.3345282,8.0325046,8.4144456,8.574204,8.387867,8.0744466
CD97,7.8094504,7.9253322,8.3687024,8.5751174,7.972554,8.8386386,8.8194016,8.6986974,8.6550526,7.4296074,8.044991,8.057452,8.683865,8.9612936,8.7507428,8.3707296,8.4766088,8.4917306,7.7741532,7.89183,8.3087088,8.1877368,8.058419,8.7967876
ATF7IP,8.359042,8.1535992,8.2936406,8.1592152,8.312655,8.0800914,8.7215534,8.5356648,8.4885212,8.7294186,7.7116192,8.2742838,8.4714966,9.1962342,8.7705968,8.4197392,8.0205258,8.204289,8.1410162,8.3512634,8.2074054,8.7273916,8.1858008,8.6968008
STAU1,8.56776,8.3211306,8.277205,8.3114028,8.6281552,8.1805334,8.3506452,8.5932338,8.1724658,8.4444814,8.3885558,8.3396844,8.3434652,7.987776,8.3782194,8.5184828,8.3940422,8.5017284,8.2563892,8.1616716,8.291449,8.28615,8.4917306,7.9894938
ABLIM1,8.683865,8.7911448,8.1287392,8.2225836,8.579304,8.4260938,8.1637468,8.7899718,7.9158064,8.7527542,8.5291047,8.7847854,8.5539136,7.656844,7.9439124,8.4638796,9.4069234,8.558746,8.618972,8.4960856,8.5724846,8.3396844,8.4115974,8.4571814
CNOT6L,8.4488608,8.2347282,8.0812812,8.3966334,8.1888856,8.6942042,8.4877876,8.363837,8.5667996,8.150079,8.3851512,8.3554718,8.4177716,9.1737,9.0751048,8.4622492,8.7328576,8.2709952,8.359042,8.2999366,8.3812932,8.5447898,8.2501934,8.1851278
GINM1,8.407466,8.4647802,8.3835246,8.3087088,8.2936406,8.2766876,8.1330134,8.4095524,8.2231394,8.348612,8.2062732,8.4379608,8.1299328,8.0865476,7.9494398,8.1119698,8.3906868,8.3020734,8.5505278,8.4269814,8.277884,8.309467,8.5667996,8.204289
MS4A6A,8.2619064,8.1616716,8.0744466,8.1511668,7.5484152,7.4091932,8.3169928,8.1548922,8.169623,7.7652324,7.7949904,8.0859438,8.2340792,9.3019858,8.32655,7.6643202,7.955264,7.9616954,7.4059914,7.571115,8.3164102,8.8163932,8.1979594,8.2669312
COA1,8.116154,8.1197582,8.2509848,8.1209312,8.1894684,8.1360158,7.9990876,7.9762808,8.487112,8.3410618,8.3974656,8.150559,8.2412666,8.6811326,8.4284514,8.0101638,7.8684746,8.0256712,8.4080888,8.3383338,8.0111544,8.346451,8.4744134,8.255118
USP3,7.9298818,8.2271818,8.0482134,7.8135086,8.3835246,8.2176422,8.2068468,8.1786978,8.324852,8.1907098,8.0936016,8.0716544,8.140434,8.56776,8.4466852,8.038514,8.051934,7.9079078,8.164337,8.162499,8.1053952,8.2691224,8.1398602,8.348612
CBLB,8.040093,8.1971954,7.8053522,8.0600372,8.4379608,8.1658484,7.9038102,8.7445138,8.2320228,8.0612258,7.7642002,8.2170562,8.1931728,9.2727024,8.8015902,8.0425406,8.6520838,8.2031458,8.1278954,8.0395714,8.3554718,8.2669312,8.4169526,7.647262
LRBA,8.1610282,8.1542924,8.1154794,7.882099,8.029761,8.246504,8.2426564,8.1542924,8.2086616,8.1689702,7.924234,7.852642,8.143813,8.5932338,8.28827,8.12932,8.1222392,8.20165,8.1187148,8.2313368,7.9973662,8.1379094,8.3597934,8.2563892
SPG11,7.7681786,7.9623404,8.1990326,8.0929464,7.98886,8.4004254,8.2840022,8.0766656,8.304088,8.150559,7.9114634,7.890697,8.2867742,8.7627092,8.53343,8.28615,8.0007698,7.786077,8.0835564,8.3330688,8.198551,8.0733508,8.187085,8.2217574
DKK3,8.1367718,8.1598708,7.8138764,8.2434914,8.2829406,8.2656114,7.8973178,8.2327548,7.841435,8.2370134,8.4565224,8.5998388,8.0482134,7.690457,7.9576574,8.169623,8.1900978,8.5139268,8.2594974,8.2377854,8.1511668,8.7959816,8.12932,8.6141772
CAMSAP2,8.2377854,8.2377854,7.7276848,7.8086252,8.6997606,7.8086252,8.6913326,8.3376928,7.755404,8.5667996,8.3087088,8.3493086,8.0669254,7.5993038,7.6386976,8.3299096,8.347362,8.2334816,8.3480268,8.0331552,8.175144,8.2080172,8.5342578,8.0019848
RIN2,8.6669886,8.3480268,7.9973662,7.831921,7.883863,8.4292526,8.1113226,8.2393976,8.0829348,8.3255736,8.245701,8.20165,8.1689702,7.7243704,7.215398,7.9647518,7.7844882,8.2799812,8.304088,8.3364652,8.2080172,8.3506452,7.6307888,8.1907098
CPSF2,8.0777768,7.9158064,8.0766656,8.1444222,7.9448162,7.9452786,8.0134708,7.9073434,8.21073,7.9088998,7.849365,7.8637376,7.9674224,8.423256,8.2999366,8.1616716,7.9708614,8.1428384,7.868936,8.3562578,8.3857836,7.9520452,8.044991,8.2569836
DNAJB4,7.8623402,8.038514,7.3974926,8.4066772,8.3448954,7.458777,8.124883,8.509246,8.387179,8.7543584,8.1759359,8.389978,7.8895768,7.1577836,7.2599156,8.4315738,8.8542798,8.4622492,8.357013,8.338991,8.5858018,8.0947724,8.0589702,7.9047482
LYST,8.0550086,8.0193344,8.050456,7.8053522,7.9083666,7.8450058,8.1317282,7.9114634,8.4329844,8.2010554,7.8858274,7.5813946,8.1523036,9.0927832,8.0871492,8.1016972,7.7600098,7.9520452,8.160384,8.246504,8.1090048,8.040093,7.8566354,8.0379206
GSTK1,7.7741532,8.0976686,8.3926552,8.277884,7.9404744,8.2735698,8.0482134,7.5484152,8.198551,7.8612418,7.977524,7.9894938,8.0277726,8.742751,8.1858008,8.0674544,7.8371132,7.9968492,7.892908,7.9946178,7.968648,8.002488,7.9313938,8.2472216
ATM,7.550832,7.7047778,7.849365,8.0146184,7.6481552,7.8781938,8.5561676,8.0406042,8.4284514,8.359042,7.4337328,7.4991518,8.00145,9.047646,8.7563668,8.2163706,7.6751948,7.6786606,8.2472216,8.0651696,7.9083666,8.15676,7.7773096,8.1053952
REEP3,7.9807102,8.1209312,8.0739424,7.8891404,8.1990326,8.1011396,7.997882,8.1460956,7.739244,7.9910524,8.3402994,8.3255736,7.6525206,7.7358352,7.8996146,7.7225442,8.387867,7.9448162,7.9916906,7.9819754,8.2509848,7.9640594,8.1034338,8.2337804
AOAH,7.239242,7.07806,8.0487984,7.5061696,7.2837488,7.7901102,8.1392564,7.9146772,9.1662878,7.3568278,7.8809782,7.1776774,8.2811566,9.8770852,8.6978474,8.118245,7.3949312,7.3373104,8.5342578,7.461538,7.8239464,7.7526982,8.1523036,8.2426564
WIPF1,7.7106842,7.6747166,7.9110182,7.9576574,8.3216816,7.626648,8.0493106,8.0000716,8.3966334,7.7482394,7.5020692,7.6168736,7.8973178,9.2593034,8.6442768,8.5961482,8.003066,7.6827908,7.6782084,7.4070904,7.7586202,7.891172,7.7752192,8.1460956
USP24,7.814152,8.1028164,7.8382216,7.7786622,8.0146184,8.0362054,8.0727702,8.0612258,7.9538548,8.1154794,7.620872,7.824543,7.9692722,8.4862132,8.173157,8.0187704,8.0123098,8.0936016,8.051502,8.0223202,7.8584454,7.987776,8.0047982,8.1311446
RASA1,7.6382458,7.7225442,8.0175126,7.7047778,7.9124874,7.916945,7.9547688,8.1805334,7.8652524,8.107846,7.6423798,7.930908,7.9427182,8.8040446,8.0739424,7.9099758,7.890697,7.864679,7.9462652,8.0047982,7.9946178,8.1786978,7.9038102,8.2086616
AMICA1,7.9006778,7.3359854,8.4430398,8.0716544,7.0433034,7.8825618,8.15676,7.550832,8.6212374,7.8949194,7.7600098,7.868936,7.7023118,9.0306424,8.1664658,7.7672236,7.3651456,7.578557,7.968648,7.2266408,7.7727332,8.118245,7.7032914,8.5207872
LAMB2,7.7639621,7.9819754,7.7268028,8.187085,7.922457,7.9024144,8.3211306,8.150079,7.596466,8.1193358,7.9042836,8.531962,8.0640166,7.7126434,7.2043334,7.6990584,8.1682782,8.2289962,7.8895768,7.5573696,8.124143,7.9349764,7.954339,8.0193344
SAV1,7.874363,7.960045,7.7696264,7.7824616,8.1072156,7.751046,7.8996146,8.2631726,7.7414438,7.972554,8.0693014,8.0090612,7.8633062,7.0989512,7.5413058,7.9962844,7.8968692,8.324273,8.2799812,7.8038878,7.553065,7.6423798,7.9916906,7.9359122
BUB3,7.7086079,7.6986306,7.7463966,7.6505696,7.5660164,7.6683718,7.9298818,7.7776842,8.0664018,8.0651696,7.6895788,7.7580664,7.9746862,8.3906868,8.213307,7.7243704,7.9094302,7.8387024,7.975741,8.0336564,7.779118,7.883863,7.9433358,7.6727056
CDC42BPB,8.1822504,8.0079372,8.0790212,7.9623404,8.1392564,7.8551392,7.988307,7.8809782,7.5841678,7.9571942,8.051502,8.3857836,8.1844616,7.4296074,7.620872,7.9385262,7.8949194,7.849908,7.9083666,7.7854994,7.99297,7.7317372,8.003066,8.2049212
ANKRD44,8.099507,7.9462652,7.8730862,7.0436978,7.5347846,8.0284978,8.4087812,8.2829406,8.7389552,8.2358128,7.4812394,7.7890484,8.2370134,8.5835578,8.272981,7.9751928,7.8564104,7.6563518,8.4137822,8.3616666,7.8263892,8.031386,7.3154208,7.799958
FAM126A,7.8029812,7.7515334,7.530664,7.9571942,8.080641,7.5906364,7.7885322,8.1179442,7.3757734,8.0487984,8.3410618,7.8804466,7.581887,7.2317316,7.5463308,7.6261178,7.8749528,7.7056622,8.1222392,7.6901382,7.9498912,7.8551392,7.8991054,7.5902032
LEPROTL1,7.9786504,7.8641886,8.0982596,7.7005224,7.4511836,7.7291984,7.968648,8.1016972,8.205503,7.7377074,8.0817314,7.3940004,7.6873026,8.4557712,8.2723976,7.6100438,7.5383832,7.445873,7.6307888,7.749999,7.5405088,7.972554,7.726297,8.327983
RAPH1,8.1154794,7.8571786,7.6683718,7.5338316,8.0871492,7.7353668,7.8472784,7.9062756,7.3226748,7.8185112,7.974118,8.0223202,7.853083,7.3222464,7.5535136,7.2374356,7.96535,7.6107992,7.7880034,7.4530692,8.050456,7.9006778,7.8865994,7.8793344
SP100,8.1227992,7.7106842,7.9231518,7.6218674,7.8109332,7.8503838,8.0568016,7.902826,7.779118,7.9293136,7.6041942,8.0425406,8.089931,8.312655,8.312025,8.1494612,7.4803452,7.7642002,7.7526982,8.0472172,7.8777218,7.7410274,7.7595498,7.7824616
PARP8,7.7586202,7.8858274,7.7802976,7.7885322,7.6242452,8.0187704,7.7023118,7.9692722,8.329307,7.779118,7.799958,7.4030006,8.050456,9.3518382,8.656224,7.6218674,7.7410274,7.5112606,7.7368674,7.8430174,7.7268028,8.1676834,7.7353668,7.6965444
STK17A,7.8405266,7.932757,7.418615,7.172649,7.8535762,7.852642,7.606011,8.0917924,8.3526726,7.5479042,7.7286808,7.3017182,7.6427304,8.8266068,8.043802,7.825954,7.9904938,7.5271248,7.7478074,8.051502,7.6025136,7.2881194,8.1995838,7.0980912
ACSS3,7.9433358,8.162499,8.3448954,7.7925514,7.9391322,7.8066116,8.3345282,7.8018114,7.1470384,8.1816824,7.4647728,7.8277194,8.002488,7.0776622,6.77625,8.1187148,7.2859796,7.8672222,8.0412542,7.570676,8.0245406,8.1113226,7.6918304,8.0612258
FZD6,7.9587904,7.9298818,7.5199332,7.7336384,7.9506163,7.7429068,7.8396498,7.853083,7.6584546,8.0156886,7.6307888,7.8330044,7.4163172,7.2161292,7.494449,7.7620374,7.9576574,7.6001366,8.1460956,8.164337,7.9263216,7.6648654,7.825954,7.5984896
CORO1A,7.2828056,7.3266996,8.1676834,7.6544378,7.0690198,7.9843068,7.2644843,7.154121,8.5751174,7.2657188,7.3068508,6.903105,7.7732416,8.8733648,7.9904938,7.901599,7.312223,7.7482394,7.494019,8.0256712,7.3112852,7.3525186,6.812275,7.6174052
VGLL3,8.4066772,8.270268,7.3700828,7.4481468,8.2377854,7.7434278,7.7616358,7.3313712,7.338097,8.2936406,8.124143,8.1227992,7.1569568,6.5136218,6.9014772,8.0744466,8.2004296,7.6095768,7.8612418,7.5028376,8.1485372,7.5925186,8.025118,7.8901226
ITGB2,7.0141746,7.1840834,8.1720236,7.5938404,6.8642228,8.2231394,7.4177616,7.0851708,8.4406758,6.658956,7.0743468,6.8133436,7.7005224,8.8005772,8.2563892,8.00145,7.4795992,7.3196024,7.2116734,7.0813794,7.1338358,7.799958,7.1236406,8.096555
TWSG1,7.869877,7.725905,7.8616736,7.8799034,7.7866768,7.8263892,7.5467242,7.5037562,7.596983,8.0169754,7.8984514,7.9866184,7.5488836,7.4254512,7.4283144,7.6695904,7.8628542,7.8571786,7.6995254,7.8684746,7.8804466,7.9094302,7.8225738,7.5857296
LCP2,7.5041756,7.2034434,7.5590432,7.3931044,7.3762594,7.8628542,7.5118586,7.801378,8.8144916,7.538892,7.6946936,7.6643202,7.639203,8.856443,8.0151392,7.7935112,7.3735946,8.6195792,7.4154466,7.799958,7.9532808,7.571919,7.5474782,7.267717
